Year,Category,Nominee,Additional Info,Won?,,,,,,
1977 (50th),Best Picture,The Turning Point,"Herbert Ross and Arthur Laurents, Producers",NO,,,,,,
1977 (50th),Short Film (Animated),The Bead Game,"Ishu Patel, Producer",NO,,,,,,
1977 (50th),Short Film (Animated),The Doonesbury Special,"John Hubley, Faith Hubley and Garry Trudeau, Producers",NO,,,,,,
1977 (50th),Short Film (Animated),Jimmy the C,"James Picker, Robert Grossman and Craig Whitaker, Producers",NO,,,,,,
1977 (50th),Short Film (Animated),The Sand Castle,"Co Hoedeman, Producer",YES,,,,,,
1977 (50th),Short Film (Live Action),The Absent-Minded Waiter,"William E. McEuen, Producer",NO,,,,,,
1977 (50th),Short Film (Live Action),Floating Free,"Jerry Butts, Producer",NO,,,,,,
1977 (50th),Short Film (Live Action),I'll Find a Way,"Beverly Shaffer and Yuki Yoshida, Producers",YES,,,,,,
1977 (50th),Short Film (Live Action),Notes on the Popular Arts,"Saul Bass, Producer",NO,,,,,,
1977 (50th),Short Film (Live Action),Spaceborne,"Philip Dauber, Producer",NO,,,,,,
1977 (50th),Sound,Close Encounters of the Third Kind,"Robert Knudson, Robert J. Glass, Don MacDougall, Gene S. Cantamessa",NO,,,,,,
1977 (50th),Sound,The Deep,"Walter Goss, Dick Alexander, Tom Beckert, Robin Gregory",NO,,,,,,
1977 (50th),Sound,Sorcerer,"Robert Knudson, Robert J. Glass, Richard Tyler, Jean-Louis Ducarme",NO,,,,,,
1977 (50th),Sound,Star Wars,"Don MacDougall, Ray West, Bob Minkler, Derek Ball",YES,,,,,,
1977 (50th),Sound,The Turning Point,"Theodore Soderberg, Paul Wells, Douglas O. Williams, Jerry Jost",NO,,,,,,
1977 (50th),Sound Editing,Close Encounters of the Third Kind,Frank E. Warner,YES,,,,,,
1977 (50th),Visual Effects,Close Encounters of the Third Kind,"Roy Arbogast, Douglas Trumbull, Matthew Yuricich, Gregory Jein, Richard Yuricich",NO,,,,,,
1977 (50th),Visual Effects,Star Wars,"John Stears, John Dykstra, Richard Edlund, Grant McCune, Robert Blalack",YES,,,,,,
1977 (50th),Writing,Equus,Peter Shaffer,NO,,,,,,
1977 (50th),Writing,I Never Promised You a Rose Garden,"Gavin Lambert, Lewis John Carlino",NO,,,,,,
1977 (50th),Writing,Julia,Alvin Sargent,YES,,,,,,
1977 (50th),Writing,"Oh, God!",Larry Gelbart,NO,,,,,,
1977 (50th),Writing,That Obscure Object of Desire,"Luis Buñuel, Jean-Claude Carrière",NO,,,,,,
1977 (50th),Writing,Annie Hall,"Woody Allen, Marshall Brickman",YES,,,,,,
1977 (50th),Writing,The Goodbye Girl,Neil Simon,NO,,,,,,
1977 (50th),Writing,The Late Show,Robert Benton,NO,,,,,,
1977 (50th),Writing,Star Wars,George Lucas,NO,,,,,,
1977 (50th),Writing,The Turning Point,Arthur Laurents,NO,,,,,,
1977 (50th),Special Achievement Award,"To Benjamin Burtt, Jr. for the creation of the alien, creature and robot voices featured in Star Wars.",,YES,,,,,,
1977 (50th),Special Achievement Award,Close Encounters of the Third Kind,Frank E. Warner,YES,,,,,,
1977 (50th),Honorary Award,To Margaret Booth for her exceptional contribution to the art of film editing in the motion picture industry.,,YES,,,,,,
1977 (50th),Jean Hersholt Humanitarian Award,Charlton Heston,,YES,,,,,,
1977 (50th),Irving G. Thalberg Memorial Award,Walter Mirisch,,YES,,,,,,
1977 (50th),Scientific and Technical (Academy Award of Merit),"To GARRETT BROWN and the CINEMA PRODUCTS CORPORATION ENGINEERING STAFF under the supervision of John Jurgens, for the invention and development of Steadicam. [Camera Cranes]",,YES,,,,,,
1977 (50th),Scientific and Technical (Scientific and Engineering Award),"To JOSEPH D. KELLY, EMORY M. COHEN, BARRY K. HENLEY, HAMMOND H. HOLT and JOHN AGALSOFF of Glen Glenn Sound for the concept and development of a Post-production Audio Processing System for Motion Picture Films. [Sound]",,YES,,,,,,
1977 (50th),Scientific and Technical (Scientific and Engineering Award),"To PANAVISION, INCORPORATED, for the concept and engineering of the improvements incorporated in the Panaflex Motion Picture Camera. [Camera]",,YES,,,,,,
1977 (50th),Scientific and Technical (Scientific and Engineering Award),"To N. PAUL KENWORTHY, JR. and WILLIAM R. LATADY for the invention and development of the Kenworthy Snorkel Camera System for motion picture photography. [Camera]",,YES,,,,,,
1977 (50th),Scientific and Technical (Scientific and Engineering Award),"To JOHN C. DYKSTRA for the development of a facility uniquely oriented toward visual effects photography, and to ALVAH J. MILLER and JERRY JEFFRESS for the engineering of the Electronic Motion Control System used in concert for multiple exposure visual effects motion picture photography. [Systems]",,YES,,,,,,
1977 (50th),Scientific and Technical (Scientific and Engineering Award),To EASTMAN KODAK COMPANY for the development and introduction of a new duplicating film for motion pictures. [Film],,YES,,,,,,
1977 (50th),Scientific and Technical (Scientific and Engineering Award),"To STEFAN KUDELSKI of Nagra Magnetic Recorders, Incorporated, for the engineering of the improvements incorporated in the Nagra 4.2L sound recorder for motion picture production. [Sound]",,YES,,,,,,
1977 (50th),Scientific and Technical (Technical Achievement Award),"To ERNST NETTMANN of the Astrovision Division of Continental Camera Systems, Incorporated, for the engineering of its Periscope Aerial Camera System. [Camera]",,YES,,,,,,
1977 (50th),Scientific and Technical (Technical Achievement Award),To EECO (Electronic Engineering Company of California) for developing a method for interlocking non-sprocketed film and tape media used in motion picture production. [Systems],,YES,,,,,,
1977 (50th),Scientific and Technical (Technical Achievement Award),"To DR. BERNHARD KÜHL and WERNER BLOCK of OSRAM, GmbH, for the development of the HMI high-efficiency discharge lamp for motion picture lighting. [Lighting]",,YES,,,,,,
1977 (50th),Scientific and Technical (Technical Achievement Award),"To PANAVISION, INCORPORATED, for the design of Panalite, a camera-mounted controllable light for motion picture photography. [Lighting]",,YES,,,,,,
1977 (50th),Scientific and Technical (Technical Achievement Award),"To PANAVISION, INCORPORATED, for the engineering of the Panahead gearhead for motion picture cameras. [Stage Operations]",,YES,,,,,,
1977 (50th),Scientific and Technical (Technical Achievement Award),"To PICLEAR, INCORPORATED, for originating and developing an attachment to motion picture projectors to improve screen image quality. [Laboratory]",,YES,,,,,,
1977 (50th),Scientific and Technical (Bonner Medal),To Gordon E. Sawyer in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,YES,,,,,,
1977 (50th),Scientific and Technical (Bonner Medal),To Sidney Paul Solow in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,YES,,,,,,
1976 (49th),Actor -- Leading Role,Robert De Niro,Taxi Driver {'Travis Bickle'},NO,,,,,,
1976 (49th),Actor -- Leading Role,Peter Finch,Network {'Howard Beale'},YES,,,,,,
1976 (49th),Actor -- Leading Role,Giancarlo Giannini,Seven Beauties {'Pasqualino Frafuso'},NO,,,,,,
1976 (49th),Actor -- Leading Role,William Holden,Network {'Max Schumacher'},NO,,,,,,
1976 (49th),Actor -- Leading Role,Sylvester Stallone,Rocky {'Rocky Balboa'},NO,,,,,,
1976 (49th),Actor -- Supporting Role,Ned Beatty,Network {'Arthur Jensen'},NO,,,,,,
1976 (49th),Actor -- Supporting Role,Burgess Meredith,Rocky {'Mickey'},NO,,,,,,
1976 (49th),Actor -- Supporting Role,Laurence Olivier,Marathon Man {'Szell'},NO,,,,,,
1976 (49th),Actor -- Supporting Role,Jason Robards,All the President's Men {'Ben Bradlee'},YES,,,,,,
1976 (49th),Actor -- Supporting Role,Burt Young,Rocky {'Paulie'},NO,,,,,,
1976 (49th),Actress -- Leading Role,Marie-Christine Barrault,"Cousin, Cousine {'Marthe'}",NO,,,,,,
1976 (49th),Actress -- Leading Role,Faye Dunaway,Network {'Diana Christensen'},YES,,,,,,
1976 (49th),Actress -- Leading Role,Talia Shire,Rocky {'Adrian'},NO,,,,,,
1976 (49th),Actress -- Leading Role,Sissy Spacek,Carrie {'Carrie White'},NO,,,,,,
1976 (49th),Actress -- Leading Role,Liv Ullmann,Face to Face {'Dr. Jenny Isaksson'},NO,,,,,,
1976 (49th),Actress -- Supporting Role,Jane Alexander,All the President's Men {'The Bookkeeper'},NO,,,,,,
1976 (49th),Actress -- Supporting Role,Jodie Foster,Taxi Driver {'Iris'},NO,,,,,,
1976 (49th),Actress -- Supporting Role,Lee Grant,Voyage of the Damned {'Lilian Rosen'},NO,,,,,,
1976 (49th),Actress -- Supporting Role,Piper Laurie,Carrie {'Margaret White'},NO,,,,,,
1976 (49th),Actress -- Supporting Role,Beatrice Straight,Network {'Louise Schumacher'},YES,,,,,,
1976 (49th),Art Direction,All the President's Men,Art Direction: George Jenkins; Set Decoration: George Gaines,YES,,,,,,
1976 (49th),Art Direction,The Incredible Sarah,"Art Direction: Elliot Scott, Norman Reynolds; Set Decoration: Peter Howitt",NO,,,,,,
1976 (49th),Art Direction,The Last Tycoon,"Art Direction: Gene Callahan, Jack Collis; Set Decoration: Jerry Wunderlich",NO,,,,,,
1976 (49th),Art Direction,Logan's Run,Art Direction: Dale Hennesy; Set Decoration: Robert de Vestel,NO,,,,,,
1976 (49th),Art Direction,The Shootist,Art Direction: Robert F. Boyle; Set Decoration: Arthur Jeph Parker,NO,,,,,,
1976 (49th),Cinematography,Bound for Glory,Haskell Wexler,YES,,,,,,
1976 (49th),Cinematography,King Kong,Richard H. Kline,NO,,,,,,
1976 (49th),Cinematography,Logan's Run,Ernest Laszlo,NO,,,,,,
1976 (49th),Cinematography,Network,Owen Roizman,NO,,,,,,
1976 (49th),Cinematography,A Star Is Born,Robert Surtees,NO,,,,,,
1976 (49th),Costume Design,Bound for Glory,William Theiss,NO,,,,,,
1976 (49th),Costume Design,Fellini's Casanova,Danilo Donati,YES,,,,,,
1976 (49th),Costume Design,The Incredible Sarah,Anthony Mendleson,NO,,,,,,
1976 (49th),Costume Design,The Passover Plot,Mary Wills,NO,,,,,,
1976 (49th),Costume Design,The Seven-per-cent Solution,Alan Barrett,NO,,,,,,
1976 (49th),Directing,All the President's Men,Alan J. Pakula,NO,,,,,,
1976 (49th),Directing,Face to Face,Ingmar Bergman,NO,,,,,,
1976 (49th),Directing,Network,Sidney Lumet,NO,,,,,,
1976 (49th),Directing,Rocky,John G. Avildsen,YES,,,,,,
1976 (49th),Directing,Seven Beauties,Lina Wertmüller,NO,,,,,,
1976 (49th),Documentary (Feature),"Harlan County, U.S.A.","Barbara Kopple, Producer",YES,,,,,,
1976 (49th),Documentary (Feature),Hollywood on Trial,"James Gutman and David Helpern, Jr., Producers",NO,,,,,,
1976 (49th),Documentary (Feature),Off the Edge,"Michael Firth, Producer",NO,,,,,,
1976 (49th),Documentary (Feature),People of the Wind,"Anthony Howarth and David Koff, Producers",NO,,,,,,
1976 (49th),Documentary (Feature),Volcano: An Inquiry into the Life and Death of Malcolm Lowry,"Donald Brittain and Robert Duncan, Producers",NO,,,,,,
1976 (49th),Documentary (Short Subject),American Shoeshine,"Sparky Greene, Producer",NO,,,,,,
1976 (49th),Documentary (Short Subject),Blackwood,"Tony Ianzelo and Andy Thomson, Producers",NO,,,,,,
1976 (49th),Documentary (Short Subject),The End of the Road,"John Armstrong, Producer",NO,,,,,,
1976 (49th),Documentary (Short Subject),Number Our Days,"Lynne Littman, Producer",YES,,,,,,
1976 (49th),Documentary (Short Subject),Universe,"Lester Novros, Producer",NO,,,,,,
1976 (49th),Film Editing,All the President's Men,Robert L. Wolfe,NO,,,,,,
1976 (49th),Film Editing,Bound for Glory,"Robert Jones, Pembroke J. Herring",NO,,,,,,
1976 (49th),Film Editing,Network,Alan Heim,NO,,,,,,
1976 (49th),Film Editing,Rocky,"Richard Halsey, Scott Conrad",YES,,,,,,
1976 (49th),Film Editing,Two-Minute Warning,"Eve Newman, Walter Hannemann",NO,,,,,,
1976 (49th),Foreign Language Film,Black and White in Color,Ivory Coast,YES,,,,,,
1976 (49th),Foreign Language Film,"Cousin, Cousine",France,NO,,,,,,
1976 (49th),Foreign Language Film,"Jacob, the Liar",German Democratic Republic,NO,,,,,,
1976 (49th),Foreign Language Film,Nights and Days,Poland,NO,,,,,,
1976 (49th),Foreign Language Film,Seven Beauties,Italy,NO,,,,,,
1976 (49th),Music (Scoring),Obsession,Bernard Herrmann,NO,,,,,,
1976 (49th),Music (Scoring),The Omen,Jerry Goldsmith,YES,,,,,,
1976 (49th),Music (Scoring),The Outlaw Josey Wales,Jerry Fielding,NO,,,,,,
1976 (49th),Music (Scoring),Taxi Driver,Bernard Herrmann,NO,,,,,,
1976 (49th),Music (Scoring),Voyage of the Damned,Lalo Schifrin,NO,,,,,,
1976 (49th),Music (Scoring),Bound for Glory,Adaptation Score by Leonard Rosenman,YES,,,,,,
1976 (49th),Music (Scoring),Bugsy Malone,Song Score and Adaptation Score by Paul Williams,NO,,,,,,
1976 (49th),Music (Scoring),A Star Is Born,Adaptation Score by Roger Kellaway,NO,,,,,,
1976 (49th),Music (Song),The Omen,Music and Lyrics by Jerry Goldsmith,NO,,,,,,
1976 (49th),Music (Song),The Pink Panther Strikes Again,Music by Henry Mancini; Lyrics by Don Black,NO,,,,,,
1976 (49th),Music (Song),A Star Is Born,Music by Barbra Streisand; Lyrics by Paul Williams,YES,,,,,,
1976 (49th),Music (Song),Rocky,Music by Bill Conti; Lyrics by Carol Connors and Ayn Robbins,NO,,,,,,
1976 (49th),Music (Song),Half a House,Music by Sammy Fain; Lyrics by Paul Francis Webster,NO,,,,,,
1976 (49th),Best Picture,All the President's Men,"Walter Coblenz, Producer",NO,,,,,,
1976 (49th),Best Picture,Bound for Glory,"Robert F. Blumofe and Harold Leventhal, Producers",NO,,,,,,
1976 (49th),Best Picture,Network,"Howard Gottfried, Producer",NO,,,,,,
1976 (49th),Best Picture,Rocky,"Irwin Winkler and Robert Chartoff, Producers",YES,,,,,,
1976 (49th),Best Picture,Taxi Driver,"Michael Phillips and Julia Phillips, Producers",NO,,,,,,
1976 (49th),Short Film (Animated),Dedalo,"Manfredo Manfredi, Producer",NO,,,,,,
1976 (49th),Short Film (Animated),Leisure,"Suzanne Baker, Producer",YES,,,,,,
1976 (49th),Short Film (Animated),The Street,"Caroline Leaf and Guy Glover, Producers",NO,,,,,,
1976 (49th),Short Film (Live Action),In the Region of Ice,"Andre Guttfreund and Peter Werner, Producers",YES,,,,,,
1976 (49th),Short Film (Live Action),Kudzu,"Marjorie Anne Short, Producer",NO,,,,,,
1976 (49th),Short Film (Live Action),The Morning Spider,"Julian Chagrin and Claude Chagrin, Producers",NO,,,,,,
1976 (49th),Short Film (Live Action),Nightlife,"Claire Wilbur and Robin Lehman, Producers",NO,,,,,,
1976 (49th),Short Film (Live Action),Number One,"Dyan Cannon and Vince Cannon, Producers",NO,,,,,,
1976 (49th),Sound,All the President's Men,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Jim Webb",YES,,,,,,
1976 (49th),Sound,King Kong,"Harry Warren Tetrick, William McCaughey, Aaron Rochin, Jack Solomon",NO,,,,,,
1976 (49th),Sound,Rocky,"Harry Warren Tetrick, William McCaughey, Lyle Burbridge, Bud Alper",NO,,,,,,
1976 (49th),Sound,Silver Streak,"Donald Mitchell, Douglas Williams, Richard Tyler, Hal Etherington",NO,,,,,,
1976 (49th),Sound,A Star Is Born,"Robert Knudson, Dan Wallin, Robert Glass, Tom Overton",NO,,,,,,
1976 (49th),Visual Effects,King Kong,"Carlo Rambaldi, Glen Robinson, Frank Van der Veer",YES,,,,,,
1976 (49th),Visual Effects,Logan's Run,"L. B. Abbott, Glen Robinson, Matthew Yuricich",YES,,,,,,
1976 (49th),Writing,All the President's Men,William Goldman,YES,,,,,,
1976 (49th),Writing,Bound for Glory,Robert Getchell,NO,,,,,,
1976 (49th),Writing,Fellini's Casanova,"Federico Fellini, Bernardino Zapponi",NO,,,,,,
1976 (49th),Writing,The Seven-per-cent Solution,Nicholas Meyer,NO,,,,,,
1976 (49th),Writing,Voyage of the Damned,"Steve Shagan, David Butler",NO,,,,,,
1976 (49th),Writing,"Cousin, Cousine",Story and Screenplay by Jean-Charles Tacchella; Adaptation by Daniele Thompson,NO,,,,,,
1976 (49th),Writing,The Front,Walter Bernstein,NO,,,,,,
1976 (49th),Writing,Network,Paddy Chayefsky,YES,,,,,,
1976 (49th),Writing,Rocky,Sylvester Stallone,NO,,,,,,
1976 (49th),Writing,Seven Beauties,Lina Wertmüller,NO,,,,,,
1976 (49th),Special Achievement Award,King Kong,"Carlo Rambaldi, Glen Robinson, Frank Van der Veer",YES,,,,,,
1976 (49th),Special Achievement Award,Logan's Run,"L. B. Abbott, Glen Robinson, Matthew Yuricich",YES,,,,,,
1976 (49th),Irving G. Thalberg Memorial Award,Pandro S. Berman,,YES,,,,,,
1976 (49th),Scientific and Technical (Scientific and Engineering Award),To CONSOLIDATED FILM INDUSTRIES and the BARNEBEY-CHENEY COMPANY for the development of a system for the recovery of film-cleaning solvent vapors in a motion picture laboratory. [Laboratory],,YES,,,,,,
1976 (49th),Scientific and Technical (Scientific and Engineering Award),"To WILLIAM L. GRAHAM, MANFRED G. MICHELSON, GEOFFREY F. NORMAN and SIEGFRIED SEIBERT of Technicolor for the development and engineering of a Continuous, High-Speed, Color Motion Picture Printing System. [Laboratory]",,YES,,,,,,
1976 (49th),Scientific and Technical (Technical Achievement Award),To FRED BARTSCHER of Kollmorgen Corporation and to GLENN BERGGREN of the Schneider Corporation for the design and development of a single-lens magnifier for motion picture projection lenses. [Lenses and Filters],,YES,,,,,,
1976 (49th),Scientific and Technical (Technical Achievement Award),To PANAVISION INCORPORATED for the design and development of super-speed lenses for motion picture photography. [Lenses and Filters],,YES,,,,,,
1976 (49th),Scientific and Technical (Technical Achievement Award),To HIROSHI SUZUKAWA of Canon and WILTON R. HOLM of AMPTP Motion Picture and Television Research Center for the design and development of super-speed lenses for motion picture photography. [Lenses and Filters],,YES,,,,,,
1976 (49th),Scientific and Technical (Technical Achievement Award),To CARL ZEISS COMPANY for the design and development of super-speed lenses for motion picture photography. [Lenses and Filters],,YES,,,,,,
1976 (49th),Scientific and Technical (Technical Achievement Award),To PHOTO RESEARCH DIVISION OF THE KOLLMORGEN CORPORATION for the engineering and manufacture of the Spectra TriColor Meter. [Photography],,YES,,,,,,
1975 (48th),Actor -- Leading Role,Walter Matthau,The Sunshine Boys {'Willy Clark'},NO,,,,,,
1975 (48th),Actor -- Leading Role,Jack Nicholson,One Flew over the Cuckoo's Nest {'Randle Patrick McMurphy'},YES,,,,,,
1975 (48th),Actor -- Leading Role,Al Pacino,Dog Day Afternoon {'Sonny'},NO,,,,,,
1975 (48th),Actor -- Leading Role,Maximilian Schell,The Man in the Glass Booth {'Arthur Goldman'},NO,,,,,,
1975 (48th),Actor -- Leading Role,James Whitmore,"Give 'em Hell, Harry! {'Harry S. Truman'}",NO,,,,,,
1975 (48th),Actor -- Supporting Role,George Burns,The Sunshine Boys {'Al Lewis'},YES,,,,,,
1975 (48th),Actor -- Supporting Role,Brad Dourif,One Flew over the Cuckoo's Nest {'Billy Bibbit'},NO,,,,,,
1975 (48th),Actor -- Supporting Role,Burgess Meredith,The Day of the Locust {'Harry'},NO,,,,,,
